2,1,3.0
2,6,4.0
2,7,4.0
2,8,5.0
10,4,4.900000095367432
10,6,4.900000095367432
10,40,3.799999952316284
10,21,3.700000047683716
10,22,4.0
10,45,3.0
10,49,2.4000000953674316
10,5,3.4000000953674316
10,8,3.5
10,9,3.700000047683716
10,11,3.0999999046325684
11,2,4.0
11,24,1.5
11,3,4.199999809265137
11,1,2.700000047683716
11,20,3.4000000953674316
11,18,2.9000000953674316
11,17,4.0
11,10,3.4000000953674316
11,6,2.0
11,9,3.4000000953674316
11,32,3.5
11,38,3.5999999046325684
11,31,4.300000190734863
11,45,4.300000190734863
11,50,4.199999809265137
12,3,4.300000190734863
12,7,2.700000047683716
12,10,5.0
12,12,2.799999952316284
12,14,2.5
12,16,4.400000095367432
12,18,3.200000047683716
12,20,3.299999952316284
12,22,3.700000047683716
12,24,3.9000000953674316
12,26,3.200000047683716
12,28,3.0999999046325684
12,30,3.0
12,32,3.5
12,34,3.799999952316284
13,33,0.5
13,35,2.4000000953674316
13,37,2.200000047683716
13,39,4.099999904632568
13,41,4.900000095367432
13,43,4.699999809265137
13,45,4.400000095367432
13,47,4.199999809265137
13,49,3.4000000953674316
13,1,2.799999952316284
13,3,4.800000190734863
13,5,1.7999999523162842
13,7,2.799999952316284
13,9,4.0
13,31,2.700000047683716
14,40,2.700000047683716
14,48,2.9000000953674316
14,42,4.0
14,46,3.799999952316284
14,44,3.200000047683716
14,41,4.0
14,43,1.2999999523162842
14,45,1.2000000476837158
14,47,4.5
14,49,4.400000095367432
14,31,4.400000095367432
14,33,3.0
14,35,2.700000047683716
14,37,3.5999999046325684
14,39,0.30000001192092896
15,12,4.199999809265137
15,14,0.5
15,16,4.0
15,18,2.700000047683716
15,20,3.5
15,22,3.799999952316284
15,24,4.099999904632568
15,26,4.800000190734863
15,28,4.5
15,30,3.5
15,32,4.300000190734863
15,34,0.30000001192092896
15,36,1.2999999523162842
15,38,2.299999952316284
15,40,3.299999952316284
16,10,4.599999904632568
16,12,3.5999999046325684
16,16,2.5999999046325684
16,14,1.600000023841858
16,20,0.6000000238418579
16,22,4.400000095367432
16,24,4.0
16,21,4.599999904632568
16,8,3.4000000953674316
16,31,0.6000000238418579
16,33,3.5
16,11,4.199999809265137
16,13,4.099999904632568
16,15,4.900000095367432
16,17,5.0
17,21,5.0
17,31,4.0
17,37,3.0
17,47,2.0
17,43,1.0
17,41,4.400000095367432
17,12,4.199999809265137
17,13,3.799999952316284
17,15,3.4000000953674316
17,17,3.200000047683716
18,29,3.200000047683716
18,41,4.199999809265137
18,45,2.200000047683716
18,23,1.2000000476837158
18,32,0.20000000298023224
18,40,3.4000000953674316
18,43,4.400000095367432
18,21,4.199999809265137
18,20,4.599999904632568
18,11,4.0
19,11,4.0
19,21,4.099999904632568
19,31,4.199999809265137
19,41,4.300000190734863
19,1,4.400000095367432
19,12,4.0
19,22,3.0
19,32,2.0
19,42,1.0
19,9,3.200000047683716
20,10,4.900000095367432
20,15,4.0
20,20,4.199999809265137
20,25,4.099999904632568
20,30,4.300000190734863
20,35,4.400000095367432
20,40,4.5
20,45,4.800000190734863
20,50,4.699999809265137
20,1,4.900000095367432
21,1,4.199999809265137
21,11,3.200000047683716
21,16,2.200000047683716
21,17,1.2000000476837158
21,21,0.20000000298023224
21,31,4.199999809265137
21,41,4.400000095367432
21,13,4.599999904632568
22,23,3.5999999046325684
22,33,2.5999999046325684
22,43,1.600000023841858
22,3,0.6000000238418579
22,35,4.599999904632568
22,46,4.599999904632568
22,48,4.5
22,13,4.599999904632568
23,42,4.599999904632568
23,32,4.900000095367432
23,22,4.5
23,12,4.599999904632568
23,10,1.600000023841858
23,8,2.200000047683716
23,6,3.5999999046325684
23,4,4.800000190734863
24,6,1.7999999523162842
24,1,2.799999952316284
24,50,3.799999952316284
24,45,4.800000190734863
24,35,1.399999976158142
24,25,3.4000000953674316
24,15,2.9000000953674316
24,5,5.0
25,36,2.200000047683716
25,35,5.0
25,42,0.4000000059604645
25,40,1.600000023841858
25,1,3.700000047683716
25,2,2.4000000953674316
25,4,4.400000095367432
26,14,3.4000000953674316
26,24,4.699999809265137
26,34,2.700000047683716
27,29,1.7000000476837158
27,39,3.700000047683716
27,21,4.699999809265137
27,14,0.699999988079071
28,30,2.700000047683716
28,32,3.700000047683716
28,34,4.199999809265137
28,46,3.200000047683716
29,11,2.200000047683716
29,9,3.5
30,32,4.099999904632568
30,46,3.4000000953674316
35,1,5.0
35,2,4.0
35,3,4.300000190734863
35,4,4.400000095367432
35,5,2.0
35,6,3.0
35,7,2.299999952316284
35,8,2.5
35,9,4.760000228881836
35,10,3.2300000190734863
35,11,1.0
35,12,3.700000047683716
35,13,4.019999980926514
35,14,4.550000190734863
35,15,3.0199999809265137
35,16,3.119999885559082
36,2,4.0
36,3,4.300000190734863
36,4,4.400000095367432
36,35,2.0
36,40,3.0
36,23,2.299999952316284
36,8,2.5
36,12,4.760000228881836
36,46,3.2300000190734863
36,12,1.0
36,5,3.700000047683716
36,33,4.019999980926514
36,22,4.550000190734863
36,31,3.0199999809265137
36,47,3.119999885559082
37,17,1.2000000476837158
37,18,2.299999952316284
37,19,2.5
37,20,3.690000057220459
37,21,3.440000057220459
37,22,3.559999942779541
37,23,3.9800000190734863
37,24,4.239999771118164
37,25,4.760000228881836
37,26,3.2300000190734863
37,27,1.0800000429153442
37,28,3.7799999713897705
37,29,4.019999980926514
37,30,4.550000190734863
37,31,3.0199999809265137
37,32,3.119999885559082
38,33,1.2000000476837158
38,34,4.300000190734863
38,35,3.5
38,36,4.690000057220459
38,37,4.440000057220459
38,38,4.329999923706055
38,39,1.9800000190734863
38,40,2.240000009536743
38,41,4.760000228881836
38,42,3.119999885559082
38,43,3.0799999237060547
38,44,4.78000020980835
38,45,2.0199999809265137
38,46,4.550000190734863
38,47,3.0199999809265137
38,48,1.1200000047683716
39,49,1.2000000476837158
39,50,4.300000190734863
39,27,3.5
39,29,4.690000057220459
39,32,4.440000057220459
39,33,4.329999923706055
39,34,1.9800000190734863
39,48,2.240000009536743
39,47,4.760000228881836
39,49,3.119999885559082
39,42,3.0799999237060547
39,41,4.78000020980835
39,45,2.0199999809265137
39,28,4.550000190734863
39,27,3.0199999809265137
39,33,1.1200000047683716
40,12,1.559999942779541
40,10,4.440000057220459
40,9,3.549999952316284
40,7,4.460000038146973
40,8,4.78000020980835
40,3,4.889999866485596
40,32,1.1200000047683716
40,48,2.130000114440918
40,47,4.119999885559082
40,6,4.119999885559082
40,13,4.079999923706055
40,21,4.559999942779541
40,33,4.559999942779541
40,20,4.579999923706055
40,10,2.0199999809265137
40,40,1.1200000047683716
41,12,1.559999942779541
41,10,4.440000057220459
41,9,3.549999952316284
41,7,4.460000038146973
41,8,4.550000190734863
41,3,2.319999933242798
41,32,2.119999885559082
41,48,3.130000114440918
41,47,1.1200000047683716
41,6,4.559999942779541
41,13,4.480000019073486
41,21,4.760000228881836
41,33,4.559999942779541
41,20,4.579999923706055
41,10,2.0199999809265137
41,40,1.1200000047683716
42,12,1.559999942779541
42,10,4.440000057220459
42,9,3.549999952316284
42,7,4.460000038146973
42,8,4.550000190734863
42,3,2.319999933242798
42,32,2.119999885559082
42,48,3.130000114440918
42,47,1.1200000047683716
42,6,4.559999942779541
42,13,4.480000019073486
42,21,4.760000228881836
42,33,4.559999942779541
42,20,4.579999923706055
42,10,2.0199999809265137
42,40,1.1200000047683716
43,9,2.559999942779541
43,7,1.440000057220459
43,6,3.549999952316284
43,2,4.460000038146973
43,3,4.550000190734863
43,1,4.320000171661377
43,5,2.119999885559082
43,4,3.130000114440918
